state,location,notices,workers,reason,kind,census_name,resolved_to,confidence,elsewhere,outcome,gate,note
MI,Fort Gratiot,1,10,no matching place,county,St. Clair County,St. Clair County,0.8,,staged,county-level,Fort Gratiot is an unincorporated community in St. Clair County
MO,RollaSikeston,1,10,no matching place,multiple,Rolla;Sikeston,,0.99,,staged,multiple,Two towns concatenated
VA,"Charlottesville, Harrisonburg, Danville, Martinsville VA",1,10,4 distinct places named,multiple,Charlottesville;Harrisonburg;Danville;Martinsville,,0.99,,staged,multiple,Four distinct places named
VA,Richmond and Springfield VA,1,10,2 distinct places named,multiple,Richmond;Springfield,,0.99,,staged,multiple,Two distinct places named
WI,"La Crosse, Milwaukee",1,10,2 distinct places named,multiple,La Crosse;Milwaukee,,0.99,,staged,multiple,Two distinct places named
MD,"4920 Campbell Blvd. Nottingham, MD 21236",1,9,no matching place,place,Nottingham,,0.99,,staged,did not resolve,"Nottingham is a CDP in Baltimore County, MD"
MD,"7141 Security Boulevard Windsor Mill, MD 21244",1,9,no matching place,county,Baltimore County,,0.85,,staged,did not resolve,"Address in Windsor Mill, an unincorporated community in Baltimore County"
NJ,Whiting,1,9,no matching place,county,Ocean County,Ocean County,0.9,"IA,IN,KS,ME,MO,ND,VT,WI,WY",staged,county-level,"Whiting is a CDP in Ocean County, New Jersey"
AZ,Yuma Proving Grounds,1,8,no matching place,county,Yuma County,Yuma County,0.95,,staged,county-level,"Yuma Proving Grounds is in Yuma County, Arizona"
CA,ISLAND BALBOA,1,8,no matching place,county,Orange County,Orange County,0.8,,staged,county-level,"Island Balboa likely Balboa Island, in Orange County"
CA,LANDERS,1,8,no matching place,county,San Bernardino County,San Bernardino County,0.9,,staged,county-level,Landers is a CDP in San Bernardino County
FL,WAKULLA SPRINGS,1,8,no matching place,place,Wakulla Springs,,0.8,,staged,did not resolve,"Census-designated place in Wakulla County, FL"
MD,"109 Industry Lane Forest Hill, MD 21050",1,8,no matching place,place,Forest Hill,,0.95,,staged,did not resolve,"Town in Harford County, MD"
MD,"4610 Mercedes Drive, Suite 110 Belcamp, MD 21017",1,8,no matching place,place,Belcamp,,0.95,,staged,did not resolve,"CDP in Harford County, MD"
MO,BallwinSt. PetersMaryland Heights,2,8,no matching place,multiple,,,0.98,,staged,multiple,"Three concatenated city names: Ballwin, St. Peters, Maryland Heights"
NJ,Lawrence Twonship,1,8,no matching place,place,Lawrence Township,,0.9,,staged,did not resolve,"Township in Mercer County, NJ; typo corrected"
OR,Eugen,1,8,no matching place,place,Eugene,,0.6,,staged,below threshold 0.8,"Likely typo for Eugene, OR"
SC,Knightsville,1,8,no matching place,county,Dorchester County,Dorchester County,0.9,IN,staged,county-level,"Knightsville is an unincorporated community in Dorchester County, SC"
SD,Ellsworth Air Force Base,1,8,no matching place,county,Pennington County,Pennington County,0.9,,staged,county-level,"Ellsworth Air Force Base in Pennington County, SD"
WI,"Windsor, Waunakee, Deforest",1,8,3 distinct places named,multiple,,,0.98,,staged,multiple,"Three distinct places: Windsor, Waunakee, Deforest"
FL,SUMMERFIELD,1,7,no matching place,place,Summerfield,,0.95,,staged,did not resolve,"CDP in Marion County, FL"
MD,"114 Shawan Road Suite 4 Hunt Valley, MD 21030",1,7,no matching place,place,Hunt Valley,,0.98,,staged,did not resolve,"CDP in Baltimore County, MD"
MD,"7031 Ridge Road Hanover, MD 21076",2,7,no matching place,place,Hanover,,0.99,,staged,did not resolve,"CDP in Anne Arundel County, MD"
MD,"7455 New Ridge Road, Suite R, Hanover, MD 21076",1,7,no matching place,place,Hanover,,0.99,,staged,did not resolve,CDP in MD
MD,"930 Ridgebrook Road Sparks, MD 21152",1,7,no matching place,place,Sparks,,0.98,,staged,did not resolve,"CDP in Baltimore County, MD"
NY,Slate Hill,1,7,no matching place,county,Orange County,Orange County,0.9,,staged,county-level,"Slate Hill is an unincorporated community in Orange County, NY"
WA,"Bellevue, Bothell, Kirkland, Monroe, Redmond, Sammamish",1,7,6 distinct places named,multiple,,,0.99,,staged,multiple,"Six distinct places: Bellevue, Bothell, Kirkland, Monroe, Redmond, Sammamish"
FL,NALCREST,1,6,no matching place,place,Nalcrest,,0.9,,staged,did not resolve,"CDP in Polk County, FL"
KS,different locations in Topeka and across the state,1,6,no matching place,multiple,,,0.8,,staged,multiple,Mentions Topeka and other locations across Kansas
CA,MARCH AIR RESERVE BA,1,5,no matching place,county,Riverside County,Riverside County,0.95,,staged,county-level,March Air Reserve Base is in Riverside County
CO,Pikes Peak/Mesa/Adams,1,5,no matching place,multiple,,,0.9,,staged,multiple,"Three separate names: Pikes Peak, Mesa, Adams"
FL,OSTEEN,1,5,no matching place,county,Volusia County,Volusia County,0.95,,staged,county-level,Osteen is an unincorporated community in Volusia County
MD,"7432 New Ridge Road Hanover, MD 21076",1,5,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,"AL,IL,IN,KS,MA,ME,MI,MN,NE,NH,NJ,NM,NY,OH,PA,VA,WI",staged,county-level,"Hanover, MD is an unincorporated community in Anne Arundel County"
VA,"Norfolk, Hampton, Tappahannock, Fredericksburg & Newport News VA",1,5,5 distinct places named,multiple,,,0.99,,staged,multiple,lists multiple distinct places
CA,March AFB,1,4,no matching place,county,Riverside County,Riverside County,0.95,,staged,county-level,March AFB is in Riverside County
CA,SAN YSIDRO,2,4,no matching place,place,San Ysidro,,0.95,,staged,did not resolve,CDP in San Diego
CO,"Multiple (Larimer, Jeffco, Adams)",1,4,no matching place,multiple,,,0.95,,staged,multiple,"Lists three Colorado counties: Larimer, Jefferson, Adams"
FL,DUETTE,1,4,no matching place,county,Manatee County,Manatee County,0.8,,staged,county-level,"Duette is an unincorporated community in Manatee County, FL"
FL,ENTERPRISE,1,4,no matching place,county,Volusia County,Volusia County,0.8,"AL,KS,MI,MN,MO,MS,ND,NV,OK,OR,SD,UT,WI,WV",staged,county-level,"Enterprise is a CDP in Volusia County, FL"
FL,MYAKKA CITY,1,4,no matching place,county,Manatee County,Manatee County,0.8,,staged,county-level,"Myakka City is an unincorporated community in Manatee County, FL"
FL,WATERFORD LAKES,1,4,no matching place,county,Orange County,Orange County,0.8,,staged,county-level,"Waterford Lakes is a neighborhood in Orange County, FL"
MA,Cape Cod,1,4,no matching place,county,Barnstable County,,0.7,,staged,below threshold 0.8,Cape Cod is commonly used for Barnstable County
MO,JacksonCape GirardeauSt. Louis (city),1,4,no matching place,multiple,,,0.99,,staged,multiple,"Three distinct cities: Jackson, Cape Girardeau, and St. Louis."
NY,Kings/Queens/Bronx,1,4,no matching place,multiple,,,0.99,,staged,multiple,"Three New York City boroughs (counties): Kings, Queens, Bronx."
OR,Powell Valley,1,4,no matching place,county,Multnomah County,Multnomah County,0.95,,staged,county-level,Unincorporated community in Multnomah County.
TN,Davidson and Williamson County,1,4,no matching place,multiple,,,0.99,,staged,multiple,Two counties: Davidson and Williamson.
VA,Richmond & Mechanicsville VA,1,4,2 distinct places named,multiple,,,0.99,,staged,multiple,Richmond (city) and Mechanicsville (unincorporated community in Hanover County).
WA,"Seattle, Tacoma, Snoqualmie, Spokane",1,4,3 distinct places named,multiple,,,0.99,,staged,multiple,"multiple cities listed: Seattle, Tacoma, Snoqualmie, Spokane"
FL,EGLIN AIR FORCE BASE,1,3,no matching place,county,Okaloosa County,Okaloosa County,0.99,,staged,county-level,"Eglin Air Force Base is in Okaloosa County, Florida"
IN,"Evansville, Plainfield, and Indianapolis",1,3,3 distinct places named,multiple,,,1.0,,staged,multiple,lists three distinct places in Indiana
LA,"10656 LA-23 Belle Chase, LA 70037",1,3,no matching place,county,Plaquemines Parish,Plaquemines Parish,0.8,,staged,county-level,unincorporated community in Louisiana; spelling may be Belle Chasse
MA,"Brookline, Milton, Everett, Remote/National",1,3,3 distinct places named,multiple,,,1.0,,staged,multiple,lists three distinct places in Massachusetts
MD,"7190 Parkway Drive Hanover, MD 21076",1,3,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,,staged,county-level,Hanover is an unincorporated community in Anne Arundel County
NJ,West Creek,1,3,no matching place,place,West Creek,,0.95,,staged,did not resolve,"CDP in Ocean County, NJ"
TN,Cocke and Shelby County,1,3,no matching place,multiple,,,1.0,,staged,multiple,Two counties named
WA,"Seattle, Tacoma and Vancouver",1,3,3 distinct places named,multiple,,,1.0,,staged,multiple,Three distinct cities
WI,Hagar City,1,3,no matching place,county,Polk County,Polk County,0.8,MI,staged,county-level,"Unincorporated community in Polk County, WI"
CA,CHARTER OAKS,1,2,no matching place,county,Los Angeles County,Los Angeles County,0.8,,staged,county-level,Unincorporated community in Los Angeles County
IN,"Carmel, Sellersburg",1,2,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Carmel and Sellersburg
IN,"Merrillville, Bloomington",1,2,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Merrillville and Bloomington
IN,"Noblesville, Kendallville",1,2,2 distinct places named,multiple,,,0.99,,staged,multiple,Noblesville and Kendallville are distinct places in Indiana
MA,"New Bedford, Sturbridge, Remote",1,2,2 distinct places named,multiple,,,0.99,,staged,multiple,New Bedford and Sturbridge are distinct places in Massachusetts
MD,"8197 Dorsey Run Road Annapolis Junction, MD 20701",1,2,no matching place,county,Howard County,Howard County,0.8,,staged,county-level,"Annapolis Junction is an unincorporated community in Howard County, Maryland"
MO,Kansas CityHigh Ridge,1,2,no matching place,multiple,,,0.99,,staged,multiple,Kansas City and High Ridge are distinct places in Missouri
MO,Oak GroveFlorissant,1,2,no matching place,multiple,,,0.99,,staged,multiple,Oak Grove and Florissant are distinct places in Missouri
NY,Jamesville,1,2,no matching place,county,Onondaga County,Onondaga County,0.9,"NC,SD",staged,county-level,"Jamesville is an unincorporated community in Onondaga County, NY"
OR,Hillsboro-Portland,1,2,no matching place,multiple,,,0.95,,staged,multiple,Two cities: Hillsboro and Portland
VA,"Alexandria, Arlington, Ashburn & Reston VA",1,2,4 distinct places named,multiple,,,1.0,,staged,multiple,4 distinct places named
VA,Richmond and Midlothian VA,1,2,2 distinct places named,multiple,,,1.0,,staged,multiple,2 distinct places named
WA,"Arlington, Fife",1,2,2 distinct places named,multiple,,,1.0,,staged,multiple,2 distinct places named
WA,"Seattle, Lynden",1,2,2 distinct places named,multiple,,,1.0,,staged,multiple,2 distinct places named
CA,HELENDALE,1,1,no matching place,place,Helendale,,0.9,,staged,did not resolve,"CDP in San Bernardino County, California"
CA,NEWBERRY SPRINGS,1,1,no matching place,place,Newberry Springs,,0.9,,staged,did not resolve,"CDP in San Bernardino County, California"
FL,LOXAHATCHEE,1,1,no matching place,place,Loxahatchee,,0.9,,staged,did not resolve,"CDP in Palm Beach County, Florida"
FL,ROTONDA WEST,1,1,no matching place,place,Rotonda West,,0.9,,staged,did not resolve,"CDP in Charlotte County, Florida"
FL,WELLBORN,1,1,no matching place,place,Wellborn,,0.95,,staged,did not resolve,
GA,MOUNTAIN VIEW,1,1,no matching place,place,Mountain View,,0.9,,staged,did not resolve,
GA,SILVER CREEK,1,1,no matching place,place,Silver Creek,,0.9,,staged,did not resolve,
MD,"2730 Hercules Drive Annapolis Junction, MD 20701",1,1,no matching place,county,Anne Arundel County,Anne Arundel County,0.8,,staged,county-level,"Address in unincorporated Annapolis Junction, likely in Anne Arundel County"
MD,"318 National Business Pkwy. Annapolis Junction, MD 20701",1,1,no matching place,county,Anne Arundel County,Anne Arundel County,0.8,,staged,county-level,Address in unincorporated Annapolis Junction
MD,"McCormick Company Store 24 Schilling Road #1 Hunt Valley, MD 21031",1,1,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,"Address in unincorporated Hunt Valley, in Baltimore County"
AZ,"Tucson, Oro Valley",1,0,2 distinct places named,multiple,,,1.0,,staged,multiple,Two distinct places: Tucson and Oro Valley
CT,"Lisbon, Mashantucket, Bristol, Farmington, Hartford, West Hartford",1,0,3 distinct places named,multiple,,,1.0,,staged,multiple,"Six distinct places: Lisbon, Mashantucket, Bristol, Farmington, Hartford, West Hartford"
CT,"Manchester, Danbury, Orange",2,0,3 distinct places named,multiple,,,1.0,,staged,multiple,"Three distinct places: Manchester, Danbury, Orange"
KY,Adair/Jefferson,1,0,no matching place,multiple,,,0.95,,staged,multiple,Refers to Adair County and Jefferson County in Kentucky
KY,"Ballard, McCracken",2,0,no matching place,multiple,,,0.95,,staged,multiple,Refers to Ballard County and McCracken County in Kentucky
MA,"East Weymouth, Southeast",1,0,no matching place,place,East Weymouth,,0.8,,staged,did not resolve,East Weymouth is a CDP in Massachusetts; 'Southeast' is a region
MA,"Randolph, Cohasset, Weymouth, Southeast",1,0,2 distinct places named,multiple,,,0.95,,staged,multiple,"Refers to Randolph, Cohasset, and Weymouth in Massachusetts"
MA,"South Easton, Southeast",1,0,no matching place,place,South Easton,,0.9,,staged,did not resolve,South Easton is a CDP in Massachusetts
MD,"1111 Pepper Rd., Hunt Valley, MD",1,0,no matching place,place,Hunt Valley,,0.95,,staged,did not resolve,Hunt Valley is a CDP in Maryland; address is extraneous
MD,"7566 Ridge Road Hanover, MD 21076",1,0,no matching place,place,Hanover,,0.9,,staged,did not resolve,Address in Hanover CDP
ME,Port Clyde,1,0,no matching place,county,Knox County,Knox County,0.9,,staged,county-level,Port Clyde is an unincorporated village in Knox County
ME,West Rockport,1,0,no matching place,county,Knox County,Knox County,0.9,,staged,county-level,West Rockport is an unincorporated village in Knox County
MI,"Adrian, Michigan and Benton Harbor, Michigan",1,0,2 distinct places named,multiple,,,0.99,,staged,multiple,two distinct cities: Adrian and Benton Harbor
MI,"Allen Park, Ann Arbor, Canton, Lake Orion, Novi, Rochester Hills, Roseville, Southfield, Sterling Heights and Taylor, Counties: Macomb, Oakland, Washtenaw and Wayne, Number Affected: 39",1,0,10 distinct places named,multiple,,,0.99,,staged,multiple,multiple places and counties listed
MO,St. CharlesSt. Louis (city),1,0,no matching place,multiple,,,0.99,,staged,multiple,St. Charles and St. Louis city
MO,St. PetersBlue SpringsSpringfieldSunset HillsKansas CityColumbia,1,0,no matching place,multiple,,,0.99,,staged,multiple,multiple cities listed
NV,"Carson City/Elko/R, Carson/Elko/Wash",1,0,2 distinct places named,multiple,,,0.95,,staged,multiple,"Names multiple places: Carson City, Elko, and possibly Reno and Washoe"
NV,"Reno/Henderson/Las Vegas, Washoe/Clark",1,0,3 distinct places named,multiple,,,0.99,,staged,multiple,"Names three cities: Reno, Henderson, Las Vegas, and two counties"
NY,Olean/Jamestown/Lakewood,1,0,3 distinct places named,multiple,,,0.99,,staged,multiple,"Names three places: Olean, Jamestown, Lakewood"
OK,Altus AFB,1,0,no matching place,county,Jackson County,Jackson County,0.95,,staged,county-level,Altus Air Force Base is an unincorporated military base in Jackson County
OK,Savannah,3,0,no matching place,place,Savannah,,0.95,,staged,did not resolve,Savannah is a town in Oklahoma
SC,Barnwell/Graniteville/North Augusta,1,0,2 distinct places named,multiple,,,0.95,,staged,multiple,Lists three distinct places in SC
